ID_GVA46|FILLER|ESTADO_VTO|FECHA_VTO|IMPORTE_VT|N_COMP|T_COMP|ESTADO_UNI|IMP_VT_UNI|IMP_VT_EXT|IM_VT_UN_E|ALTERNATIVA_1|IMPORTE_TOTAL_1|ALTERNATIVA_2|IMPORTE_TOTAL_2|AJUSTA_COBRO_FECHA_ALTERNATIVA|UNIDADES_TOTAL_1|UNIDADES_TOTAL_2
4317||PAG|2023-01-10 00:00:00|5300,0000000|B0000300002254|FAC|PAG|28,6500000|,0000000|,0000000|2023-01-20 00:00:00|5459,0000000|2023-01-30 00:00:00|5618,0000000|S|29,5100000|30,3700000
4318||PAG|2023-01-10 00:00:00|5300,0000000|B0000300002255|FAC|PAG|28,6500000|,0000000|,0000000|2023-01-20 00:00:00|5459,0000000|2023-01-30 00:00:00|5618,0000000|S|29,5100000|30,3700000
4319||PAG|2023-01-10 00:00:00|5300,0000000|B0000300002256|FAC|PAG|28,6500000|,0000000|,0000000|2023-01-20 00:00:00|5459,0000000|2023-01-30 00:00:00|5618,0000000|S|29,5100000|30,3700000
4320||PAG|2023-01-10 00:00:00|5300,0000000|B0000300002257|FAC|PAG|28,6500000|,0000000|,0000000|2023-01-20 00:00:00|5459,0000000|2023-01-30 00:00:00|5618,0000000|S|29,5100000|30,3700000
4321||PAG|2023-01-10 00:00:00|5300,0000000|B0000300002258|FAC|PAG|28,6500000|,0000000|,0000000|2023-01-20 00:00:00|5459,0000000|2023-01-30 00:00:00|5618,0000000|S|29,5100000|30,3700000
4322||PAG|2023-01-10 00:00:00|5300,0000000|B0000300002259|FAC|PAG|28,6500000|,0000000|,0000000|2023-01-20 00:00:00|5459,0000000|2023-01-30 00:00:00|5618,0000000|S|29,5100000|30,3700000
4323||PAG|2023-01-10 00:00:00|5300,0000000|B0000300002260|FAC|PAG|28,6500000|,0000000|,0000000|2023-01-20 00:00:00|5459,0000000|2023-01-30 00:00:00|5618,0000000|S|29,5100000|30,3700000
4324||PAG|2023-01-10 00:00:00|5300,0000000|B0000300002261|FAC|PAG|28,6500000|,0000000|,0000000|2023-01-20 00:00:00|5459,0000000|2023-01-30 00:00:00|5618,0000000|S|29,5100000|30,3700000
4325||PAG|2023-01-10 00:00:00|6900,0000000|B0000300002262|FAC|PAG|37,3000000|,0000000|,0000000|2023-01-20 00:00:00|7107,0000000|2023-01-30 00:00:00|7314,0000000|S|38,4200000|39,5400000
4326||PAG|2023-01-10 00:00:00|5300,0000000|B0000300002263|FAC|PAG|28,6500000|,0000000|,0000000|2023-01-20 00:00:00|5459,0000000|2023-01-30 00:00:00|5618,0000000|S|29,5100000|30,3700000
4327||PAG|2023-01-10 00:00:00|5300,0000000|B0000300002264|FAC|PAG|28,6500000|,0000000|,0000000|2023-01-20 00:00:00|5459,0000000|2023-01-30 00:00:00|5618,0000000|S|29,5100000|30,3700000
4328||PAG|2023-01-10 00:00:00|5300,0000000|B0000300002265|FAC|PAG|28,6500000|,0000000|,0000000|2023-01-20 00:00:00|5459,0000000|2023-01-30 00:00:00|5618,0000000|S|29,5100000|30,3700000
4329||PAG|2023-01-10 00:00:00|5300,0000000|B0000300002266|FAC|PAG|28,6500000|,0000000|,0000000|2023-01-20 00:00:00|5459,0000000|2023-01-30 00:00:00|5618,0000000|S|29,5100000|30,3700000
4330||PAG|2023-01-10 00:00:00|5300,0000000|B0000300002267|FAC|PAG|28,6500000|,0000000|,0000000|2023-01-20 00:00:00|5459,0000000|2023-01-30 00:00:00|5618,0000000|S|29,5100000|30,3700000
4331||PAG|2023-01-10 00:00:00|5300,0000000|B0000300002268|FAC|PAG|28,6500000|,0000000|,0000000|2023-01-20 00:00:00|5459,0000000|2023-01-30 00:00:00|5618,0000000|S|29,5100000|30,3700000
4332||PAG|2023-01-10 00:00:00|5300,0000000|B0000300002269|FAC|PAG|28,6500000|,0000000|,0000000|2023-01-20 00:00:00|5459,0000000|2023-01-30 00:00:00|5618,0000000|S|29,5100000|30,3700000
4333||PAG|2023-01-10 00:00:00|5300,0000000|B0000300002270|FAC|PAG|28,6500000|,0000000|,0000000|2023-01-20 00:00:00|5459,0000000|2023-01-30 00:00:00|5618,0000000|S|29,5100000|30,3700000
4334||PAG|2023-01-10 00:00:00|5300,0000000|B0000300002271|FAC|PAG|28,6500000|,0000000|,0000000|2023-01-20 00:00:00|5459,0000000|2023-01-30 00:00:00|5618,0000000|S|29,5100000|30,3700000
4335||PAG|2023-01-10 00:00:00|5300,0000000|B0000300002272|FAC|PAG|28,6500000|,0000000|,0000000|2023-01-20 00:00:00|5459,0000000|2023-01-30 00:00:00|5618,0000000|S|29,5100000|30,3700000
4336||PAG|2023-01-10 00:00:00|5300,0000000|B0000300002273|FAC|PAG|28,6500000|,0000000|,0000000|2023-01-20 00:00:00|5459,0000000|2023-01-30 00:00:00|5618,0000000|S|29,5100000|30,3700000
4337||PAG|2023-01-10 00:00:00|5300,0000000|B0000300002274|FAC|PAG|28,6500000|,0000000|,0000000|2023-01-20 00:00:00|5459,0000000|2023-01-30 00:00:00|5618,0000000|S|29,5100000|30,3700000
4338||PAG|2023-01-10 00:00:00|5300,0000000|B0000300002275|FAC|PAG|28,6500000|,0000000|,0000000|2023-01-20 00:00:00|5459,0000000|2023-01-30 00:00:00|5618,0000000|S|29,5100000|30,3700000
4339||PAG|2023-01-10 00:00:00|5300,0000000|B0000300002276|FAC|PAG|28,6500000|,0000000|,0000000|2023-01-20 00:00:00|5459,0000000|2023-01-30 00:00:00|5618,0000000|S|29,5100000|30,3700000
4340||PAG|2023-01-10 00:00:00|5300,0000000|B0000300002277|FAC|PAG|28,6500000|,0000000|,0000000|2023-01-20 00:00:00|5459,0000000|2023-01-30 00:00:00|5618,0000000|S|29,5100000|30,3700000
4341||PAG|2023-01-10 00:00:00|5300,0000000|B0000300002278|FAC|PEN|28,6500000|,0000000|,0000000|2023-01-20 00:00:00|5459,0000000|2023-01-30 00:00:00|5618,0000000|S|29,5100000|30,3700000
4342||PAG|2023-01-10 00:00:00|5300,0000000|B0000300002279|FAC|PAG|28,6500000|,0000000|,0000000|2023-01-20 00:00:00|5459,0000000|2023-01-30 00:00:00|5618,0000000|S|29,5100000|30,3700000
4343||PAG|2023-01-10 00:00:00|8500,0000000|B0000300002280|FAC|PAG|45,9500000|,0000000|,0000000|2023-01-20 00:00:00|8755,0000000|2023-01-30 00:00:00|9010,0000000|S|47,3300000|48,7100000
4344||PAG|2023-01-10 00:00:00|5300,0000000|B0000300002281|FAC|PEN|28,6500000|,0000000|,0000000|2023-01-20 00:00:00|5459,0000000|2023-01-30 00:00:00|5618,0000000|S|29,5100000|30,3700000
4345||PAG|2023-01-10 00:00:00|5300,0000000|B0000300002282|FAC|PEN|28,6500000|,0000000|,0000000|2023-01-20 00:00:00|5459,0000000|2023-01-30 00:00:00|5618,0000000|S|29,5100000|30,3700000
4346||PAG|2023-01-10 00:00:00|6900,0000000|B0000300002283|FAC|PEN|37,3000000|,0000000|,0000000|2023-01-20 00:00:00|7107,0000000|2023-01-30 00:00:00|7314,0000000|S|38,4200000|39,5400000
4347||PAG|2023-01-10 00:00:00|5300,0000000|B0000300002284|FAC|PAG|28,6500000|,0000000|,0000000|2023-01-20 00:00:00|5459,0000000|2023-01-30 00:00:00|5618,0000000|S|29,5100000|30,3700000
4348||PAG|2023-01-10 00:00:00|5300,0000000|B0000300002285|FAC|PAG|28,6500000|,0000000|,0000000|2023-01-20 00:00:00|5459,0000000|2023-01-30 00:00:00|5618,0000000|S|29,5100000|30,3700000
4349||PAG|2023-01-10 00:00:00|6900,0000000|B0000300002286|FAC|PAG|37,3000000|,0000000|,0000000|2023-01-20 00:00:00|7107,0000000|2023-01-30 00:00:00|7314,0000000|S|38,4200000|39,5400000
4350||PAG|2023-01-10 00:00:00|5300,0000000|B0000300002287|FAC|PAG|28,6500000|,0000000|,0000000|2023-01-20 00:00:00|5459,0000000|2023-01-30 00:00:00|5618,0000000|S|29,5100000|30,3700000
4351||PAG|2023-01-10 00:00:00|5300,0000000|B0000300002288|FAC|PAG|28,6500000|,0000000|,0000000|2023-01-20 00:00:00|5459,0000000|2023-01-30 00:00:00|5618,0000000|S|29,5100000|30,3700000
4352||PAG|2023-01-10 00:00:00|5300,0000000|B0000300002289|FAC|PAG|28,6500000|,0000000|,0000000|2023-01-20 00:00:00|5459,0000000|2023-01-30 00:00:00|5618,0000000|S|29,5100000|30,3700000
4353||PAG|2023-01-10 00:00:00|9000,0000000|B0000300002290|FAC|PAG|48,6500000|,0000000|,0000000|2023-01-20 00:00:00|9270,0000000|2023-01-30 00:00:00|9540,0000000|S|50,1100000|51,5700000
4354||PAG|2023-01-10 00:00:00|7400,0000000|B0000300002291|FAC|PAG|40,0000000|,0000000|,0000000|2023-01-20 00:00:00|7622,0000000|2023-01-30 00:00:00|7844,0000000|S|41,2000000|42,4000000
4355||PAG|2023-01-10 00:00:00|9000,0000000|B0000300002292|FAC|PAG|48,6500000|,0000000|,0000000|2023-01-20 00:00:00|9270,0000000|2023-01-30 00:00:00|9540,0000000|S|50,1100000|51,5700000
4356||PAG|2023-01-10 00:00:00|7400,0000000|B0000300002293|FAC|PAG|40,0000000|,0000000|,0000000|2023-01-20 00:00:00|7622,0000000|2023-01-30 00:00:00|7844,0000000|S|41,2000000|42,4000000
4357||PAG|2023-01-10 00:00:00|7400,0000000|B0000300002294|FAC|PAG|40,0000000|,0000000|,0000000|2023-01-20 00:00:00|7622,0000000|2023-01-30 00:00:00|7844,0000000|S|41,2000000|42,4000000
4358||PAG|2023-01-10 00:00:00|7400,0000000|B0000300002295|FAC|PAG|40,0000000|,0000000|,0000000|2023-01-20 00:00:00|7622,0000000|2023-01-30 00:00:00|7844,0000000|S|41,2000000|42,4000000
4359||PAG|2023-01-10 00:00:00|7400,0000000|B0000300002296|FAC|PAG|40,0000000|,0000000|,0000000|2023-01-20 00:00:00|7622,0000000|2023-01-30 00:00:00|7844,0000000|S|41,2000000|42,4000000
4360||PAG|2023-01-10 00:00:00|7400,0000000|B0000300002297|FAC|PAG|40,0000000|,0000000|,0000000|2023-01-20 00:00:00|7622,0000000|2023-01-30 00:00:00|7844,0000000|S|41,2000000|42,4000000
4361||PAG|2023-01-10 00:00:00|9000,0000000|B0000300002298|FAC|PAG|48,6500000|,0000000|,0000000|2023-01-20 00:00:00|9270,0000000|2023-01-30 00:00:00|9540,0000000|S|50,1100000|51,5700000
4362||PAG|2023-01-10 00:00:00|3800,0000000|B0000300002299|FAC|PAG|20,5400000|,0000000|,0000000|2023-01-20 00:00:00|3914,0000000|2023-01-30 00:00:00|4028,0000000|S|21,1600000|21,7700000
4363||PAG|2023-01-10 00:00:00|5300,0000000|B0000300002300|FAC|PAG|28,6500000|,0000000|,0000000|2023-01-20 00:00:00|5459,0000000|2023-01-30 00:00:00|5618,0000000|S|29,5100000|30,3700000
4364||PAG|2023-01-10 00:00:00|3800,0000000|B0000300002301|FAC|PEN|26,2100000|,0000000|,0000000|2023-01-20 00:00:00|3914,0000000|2023-01-30 00:00:00|4028,0000000|S|26,9900000|27,7800000
4365||PAG|2023-01-20 00:00:00|100,0000000|A0000300001882|FAC|PAG|,6900000|,0000000|,0000000|2023-01-30 00:00:00|102,0000000|2023-02-09 00:00:00|104,0000000|S|,7000000|,7200000
4366||PAG|2023-02-10 00:00:00|3800,0000000|B0000300002302|FAC|PAG|19,4900000|,0000000|,0000000|2023-02-20 00:00:00|3914,0000000|2023-03-02 00:00:00|4028,0000000|S|20,0700000|20,6600000
4367||PAG|2023-02-10 00:00:00|3800,0000000|B0000300002303|FAC|PAG|19,4900000|,0000000|,0000000|2023-02-20 00:00:00|3914,0000000|2023-03-02 00:00:00|4028,0000000|S|20,0700000|20,6600000
4368||PAG|2023-02-10 00:00:00|3800,0000000|B0000300002304|FAC|PAG|19,4900000|,0000000|,0000000|2023-02-20 00:00:00|3914,0000000|2023-03-02 00:00:00|4028,0000000|S|20,0700000|20,6600000
4369||PAG|2023-02-10 00:00:00|3800,0000000|B0000300002305|FAC|PAG|19,4900000|,0000000|,0000000|2023-02-20 00:00:00|3914,0000000|2023-03-02 00:00:00|4028,0000000|S|20,0700000|20,6600000
4370||PAG|2023-02-10 00:00:00|3800,0000000|B0000300002306|FAC|PAG|19,4900000|,0000000|,0000000|2023-02-20 00:00:00|3914,0000000|2023-03-02 00:00:00|4028,0000000|S|20,0700000|20,6600000
4371||PAG|2023-02-10 00:00:00|3800,0000000|B0000300002307|FAC|PAG|19,4900000|,0000000|,0000000|2023-02-20 00:00:00|3914,0000000|2023-03-02 00:00:00|4028,0000000|S|20,0700000|20,6600000
4372||PAG|2023-02-10 00:00:00|3800,0000000|B0000300002308|FAC|PEN|19,4900000|,0000000|,0000000|2023-02-20 00:00:00|3914,0000000|2023-03-02 00:00:00|4028,0000000|S|20,0700000|20,6600000
4373||PAG|2023-02-10 00:00:00|3800,0000000|B0000300002309|FAC|PEN|19,4900000|,0000000|,0000000|2023-02-20 00:00:00|3914,0000000|2023-03-02 00:00:00|4028,0000000|S|20,0700000|20,6600000
4374||PAG|2023-02-10 00:00:00|3800,0000000|B0000300002310|FAC|PAG|19,4900000|,0000000|,0000000|2023-02-20 00:00:00|3914,0000000|2023-03-02 00:00:00|4028,0000000|S|20,0700000|20,6600000
4375||PAG|2023-02-10 00:00:00|3800,0000000|B0000300002311|FAC|PEN|19,4900000|,0000000|,0000000|2023-02-20 00:00:00|3914,0000000|2023-03-02 00:00:00|4028,0000000|S|20,0700000|20,6600000
4376||PAG|2023-02-10 00:00:00|3800,0000000|B0000300002312|FAC|PAG|19,4900000|,0000000|,0000000|2023-02-20 00:00:00|3914,0000000|2023-03-02 00:00:00|4028,0000000|S|20,0700000|20,6600000
4377||PAG|2023-02-10 00:00:00|3800,0000000|B0000300002313|FAC|PAG|19,4900000|,0000000|,0000000|2023-02-20 00:00:00|3914,0000000|2023-03-02 00:00:00|4028,0000000|S|20,0700000|20,6600000
4378||PAG|2023-02-10 00:00:00|3800,0000000|B0000300002314|FAC|PAG|19,4900000|,0000000|,0000000|2023-02-20 00:00:00|3914,0000000|2023-03-02 00:00:00|4028,0000000|S|20,0700000|20,6600000
4379||PAG|2023-02-10 00:00:00|3800,0000000|B0000300002315|FAC|PAG|19,4900000|,0000000|,0000000|2023-02-20 00:00:00|3914,0000000|2023-03-02 00:00:00|4028,0000000|S|20,0700000|20,6600000
4380||PAG|2023-02-10 00:00:00|3800,0000000|B0000300002316|FAC|PEN|19,4900000|,0000000|,0000000|2023-02-20 00:00:00|3914,0000000|2023-03-02 00:00:00|4028,0000000|S|20,0700000|20,6600000
4381||PAG|2023-02-10 00:00:00|3800,0000000|B0000300002317|FAC|PAG|19,4900000|,0000000|,0000000|2023-02-20 00:00:00|3914,0000000|2023-03-02 00:00:00|4028,0000000|S|20,0700000|20,6600000
4382||PAG|2023-02-10 00:00:00|3800,0000000|B0000300002318|FAC|PEN|19,4900000|,0000000|,0000000|2023-02-20 00:00:00|3914,0000000|2023-03-02 00:00:00|4028,0000000|S|20,0700000|20,6600000
4383||PAG|2023-02-10 00:00:00|3800,0000000|B0000300002319|FAC|PEN|19,4900000|,0000000|,0000000|2023-02-20 00:00:00|3914,0000000|2023-03-02 00:00:00|4028,0000000|S|20,0700000|20,6600000
4384||PAG|2023-02-10 00:00:00|3800,0000000|B0000300002320|FAC|PAG|19,4900000|,0000000|,0000000|2023-02-20 00:00:00|3914,0000000|2023-03-02 00:00:00|4028,0000000|S|20,0700000|20,6600000
4385||PAG|2023-02-10 00:00:00|3800,0000000|B0000300002321|FAC|PAG|19,4900000|,0000000|,0000000|2023-02-20 00:00:00|3914,0000000|2023-03-02 00:00:00|4028,0000000|S|20,0700000|20,6600000
4386||PAG|2023-02-10 00:00:00|3800,0000000|B0000300002322|FAC|PAG|19,4900000|,0000000|,0000000|2023-02-20 00:00:00|3914,0000000|2023-03-02 00:00:00|4028,0000000|S|20,0700000|20,6600000
4387||PAG|2023-02-10 00:00:00|3800,0000000|B0000300002323|FAC|PAG|19,4900000|,0000000|,0000000|2023-02-20 00:00:00|3914,0000000|2023-03-02 00:00:00|4028,0000000|S|20,0700000|20,6600000
4388||PAG|2023-02-10 00:00:00|3800,0000000|B0000300002324|FAC|PAG|19,4900000|,0000000|,0000000|2023-02-20 00:00:00|3914,0000000|2023-03-02 00:00:00|4028,0000000|S|20,0700000|20,6600000
4389||PAG|2023-02-10 00:00:00|3800,0000000|B0000300002325|FAC|PAG|19,4900000|,0000000|,0000000|2023-02-20 00:00:00|3914,0000000|2023-03-02 00:00:00|4028,0000000|S|20,0700000|20,6600000
4390||PAG|2023-02-10 00:00:00|3800,0000000|B0000300002326|FAC|PAG|19,4900000|,0000000|,0000000|2023-02-20 00:00:00|3914,0000000|2023-03-02 00:00:00|4028,0000000|S|20,0700000|20,6600000
4391||PAG|2023-02-10 00:00:00|3800,0000000|B0000300002327|FAC|PAG|19,4900000|,0000000|,0000000|2023-02-20 00:00:00|3914,0000000|2023-03-02 00:00:00|4028,0000000|S|20,0700000|20,6600000
4392||PAG|2023-02-10 00:00:00|3800,0000000|B0000300002328|FAC|PAG|19,4900000|,0000000|,0000000|2023-02-20 00:00:00|3914,0000000|2023-03-02 00:00:00|4028,0000000|S|20,0700000|20,6600000
4393||PAG|2023-02-10 00:00:00|3800,0000000|B0000300002329|FAC|PAG|19,4900000|,0000000|,0000000|2023-02-20 00:00:00|3914,0000000|2023-03-02 00:00:00|4028,0000000|S|20,0700000|20,6600000
4394||PAG|2023-02-10 00:00:00|3800,0000000|B0000300002330|FAC|PAG|19,4900000|,0000000|,0000000|2023-02-20 00:00:00|3914,0000000|2023-03-02 00:00:00|4028,0000000|S|20,0700000|20,6600000
4395||PAG|2023-02-10 00:00:00|3800,0000000|B0000300002331|FAC|PAG|19,4900000|,0000000|,0000000|2023-02-20 00:00:00|3914,0000000|2023-03-02 00:00:00|4028,0000000|S|20,0700000|20,6600000
4396||PAG|2023-02-10 00:00:00|3800,0000000|B0000300002332|FAC|PEN|19,4900000|,0000000|,0000000|2023-02-20 00:00:00|3914,0000000|2023-03-02 00:00:00|4028,0000000|S|20,0700000|20,6600000
4397||PAG|2023-02-10 00:00:00|3800,0000000|B0000300002333|FAC|PAG|19,4900000|,0000000|,0000000|2023-02-20 00:00:00|3914,0000000|2023-03-02 00:00:00|4028,0000000|S|20,0700000|20,6600000
4398||PAG|2023-02-10 00:00:00|3800,0000000|B0000300002334|FAC|PAG|19,4900000|,0000000|,0000000|2023-02-20 00:00:00|3914,0000000|2023-03-02 00:00:00|4028,0000000|S|20,0700000|20,6600000
4399||PAG|2023-02-10 00:00:00|3800,0000000|B0000300002335|FAC|PEN|19,4900000|,0000000|,0000000|2023-02-20 00:00:00|3914,0000000|2023-03-02 00:00:00|4028,0000000|S|20,0700000|20,6600000
4400||PAG|2023-02-10 00:00:00|3800,0000000|B0000300002336|FAC|PAG|19,4900000|,0000000|,0000000|2023-02-20 00:00:00|3914,0000000|2023-03-02 00:00:00|4028,0000000|S|20,0700000|20,6600000
4401||PAG|2023-02-10 00:00:00|3800,0000000|B0000300002337|FAC|PAG|19,4900000|,0000000|,0000000|2023-02-20 00:00:00|3914,0000000|2023-03-02 00:00:00|4028,0000000|S|20,0700000|20,6600000
4402||PAG|2023-02-10 00:00:00|5400,0000000|B0000300002338|FAC|PAG|27,6900000|,0000000|,0000000|2023-02-20 00:00:00|5562,0000000|2023-03-02 00:00:00|5724,0000000|S|28,5200000|29,3500000
4403||PAG|2023-02-10 00:00:00|3800,0000000|B0000300002339|FAC|PAG|19,4900000|,0000000|,0000000|2023-02-20 00:00:00|3914,0000000|2023-03-02 00:00:00|4028,0000000|S|20,0700000|20,6600000
4404||PAG|2023-02-10 00:00:00|3800,0000000|B0000300002340|FAC|PAG|19,4900000|,0000000|,0000000|2023-02-20 00:00:00|3914,0000000|2023-03-02 00:00:00|4028,0000000|S|20,0700000|20,6600000
4405||PAG|2023-02-10 00:00:00|3800,0000000|B0000300002341|FAC|PAG|19,4900000|,0000000|,0000000|2023-02-20 00:00:00|3914,0000000|2023-03-02 00:00:00|4028,0000000|S|20,0700000|20,6600000
4406||PAG|2023-02-10 00:00:00|3800,0000000|B0000300002342|FAC|PAG|19,4900000|,0000000|,0000000|2023-02-20 00:00:00|3914,0000000|2023-03-02 00:00:00|4028,0000000|S|20,0700000|20,6600000
4407||PAG|2023-02-10 00:00:00|3800,0000000|B0000300002343|FAC|PAG|19,4900000|,0000000|,0000000|2023-02-20 00:00:00|3914,0000000|2023-03-02 00:00:00|4028,0000000|S|20,0700000|20,6600000
4408||PAG|2023-02-10 00:00:00|3800,0000000|B0000300002344|FAC|PEN|19,4900000|,0000000|,0000000|2023-02-20 00:00:00|3914,0000000|2023-03-02 00:00:00|4028,0000000|S|20,0700000|20,6600000
4409||PAG|2023-02-10 00:00:00|3800,0000000|B0000300002345|FAC|PAG|19,4900000|,0000000|,0000000|2023-02-20 00:00:00|3914,0000000|2023-03-02 00:00:00|4028,0000000|S|20,0700000|20,6600000
4410||PAG|2023-02-10 00:00:00|3800,0000000|B0000300002346|FAC|PAG|19,4900000|,0000000|,0000000|2023-02-20 00:00:00|3914,0000000|2023-03-02 00:00:00|4028,0000000|S|20,0700000|20,6600000
4411||PAG|2023-02-10 00:00:00|3800,0000000|B0000300002347|FAC|PAG|19,4900000|,0000000|,0000000|2023-02-20 00:00:00|3914,0000000|2023-03-02 00:00:00|4028,0000000|S|20,0700000|20,6600000
4412||PAG|2023-02-10 00:00:00|3800,0000000|B0000300002348|FAC|PAG|19,4900000|,0000000|,0000000|2023-02-20 00:00:00|3914,0000000|2023-03-02 00:00:00|4028,0000000|S|20,0700000|20,6600000
4413||PAG|2023-02-10 00:00:00|3800,0000000|B0000300002349|FAC|PAG|19,4900000|,0000000|,0000000|2023-02-20 00:00:00|3914,0000000|2023-03-02 00:00:00|4028,0000000|S|20,0700000|20,6600000
4414||PAG|2023-02-10 00:00:00|3800,0000000|B0000300002350|FAC|PAG|19,4900000|,0000000|,0000000|2023-02-20 00:00:00|3914,0000000|2023-03-02 00:00:00|4028,0000000|S|20,0700000|20,6600000
4415||PAG|2023-02-10 00:00:00|3800,0000000|B0000300002351|FAC|PAG|19,4900000|,0000000|,0000000|2023-02-20 00:00:00|3914,0000000|2023-03-02 00:00:00|4028,0000000|S|20,0700000|20,6600000
4416||PAG|2023-02-10 00:00:00|3800,0000000|B0000300002352|FAC|PEN|19,4900000|,0000000|,0000000|2023-02-20 00:00:00|3914,0000000|2023-03-02 00:00:00|4028,0000000|S|20,0700000|20,6600000
4417||PAG|2023-02-10 00:00:00|3800,0000000|B0000300002353|FAC|PAG|19,4900000|,0000000|,0000000|2023-02-20 00:00:00|3914,0000000|2023-03-02 00:00:00|4028,0000000|S|20,0700000|20,6600000
4418||PAG|2023-02-10 00:00:00|3800,0000000|B0000300002354|FAC|PAG|19,4900000|,0000000|,0000000|2023-02-20 00:00:00|3914,0000000|2023-03-02 00:00:00|4028,0000000|S|20,0700000|20,6600000
4419||PAG|2023-02-10 00:00:00|3800,0000000|B0000300002355|FAC|PEN|19,4900000|,0000000|,0000000|2023-02-20 00:00:00|3914,0000000|2023-03-02 00:00:00|4028,0000000|S|20,0700000|20,6600000
4420||PAG|2023-02-10 00:00:00|3800,0000000|B0000300002356|FAC|PAG|19,4900000|,0000000|,0000000|2023-02-20 00:00:00|3914,0000000|2023-03-02 00:00:00|4028,0000000|S|20,0700000|20,6600000
4421||PAG|2023-02-10 00:00:00|3800,0000000|B0000300002357|FAC|PAG|19,4900000|,0000000|,0000000|2023-02-20 00:00:00|3914,0000000|2023-03-02 00:00:00|4028,0000000|S|20,0700000|20,6600000
4422||PAG|2023-02-10 00:00:00|3800,0000000|B0000300002358|FAC|PAG|19,4900000|,0000000|,0000000|2023-02-20 00:00:00|3914,0000000|2023-03-02 00:00:00|4028,0000000|S|20,0700000|20,6600000
4423||PAG|2023-02-10 00:00:00|3800,0000000|B0000300002359|FAC|PAG|19,4900000|,0000000|,0000000|2023-02-20 00:00:00|3914,0000000|2023-03-02 00:00:00|4028,0000000|S|20,0700000|20,6600000
